Sentence #,Word,POS,Tag
,ءَ,ADP,OTH
,وانگی,NOUN,OTH
,ادارگ,NOUN,OTH
,تھیکہ,X,OTH
,جوڑ,NOUN,OTH
,بوتگ,VERB,OTH
,انت.بلے,X,OTH
,پنجگور,PROPN,GPE
,ءِ,ADP,OTH
,کوچگی,NOUN,OTH
,علاقہ آں,NOUN,OTH
,وانگی,NOUN,OTH
,ادارگ,NOUN,OTH
,بازیں,ADJ,OTH
,سالاں,NOUN,OTH
,چہ,ADP,OTH
,بند,VERB,OTH
,بوتگ,VERB,OTH
,انت,AUX,OTH
,ئُ,X,OTH
,زھگ,NOUN,OTH
,وانگی نظام,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,یکسر زہبر,NOUN,OTH
,بوتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 1284,اے,PRON,OTH
,علاقہ آں,NOUN,OTH
,تحصیل گچک گوار گوپروم راہی نگور,PROPN,LOC
,ئُ,X,OTH
,دگہ,ADJ,OTH
,علاقہ,NOUN,OTH
,ھوار,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 1285,بلے,CCONJ,OTH
,علاقہ,NOUN,OTH
,ءِ,ADP,OTH
,جاہگیری,NOUN,OTH
,ءِ,ADP,OTH
,نیمگ,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,ہچ,ADJ,OTH
,ہدوناکی,ADJ,OTH
,پدر,NOUN,OTH
,نہ,ADV,OTH
,بوتگ,VERB,OTH
,انوں,NOUN,OTH
,تاں,ADJ,OTH
,،,PUNCT,OTH
,اے,PRON,OTH
,علاقہ آں,NOUN,OTH
,پرائمری سیکشن,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,بگر,X,OTH
,مڈل,NOUN,OTH
,ئُ,X,OTH
,ہائی اسکول,NOUN,OTH
,ھوار,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 1286,ئُ,X,OTH
,کھنڈرات,X,OTH
,ءِ,ADP,OTH
,دروشم,ADJ,OTH
,اختیار,NOUN,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,زھگ,NOUN,OTH
,پس,NOUN,OTH
,چارینان,VERB,OTH
,ءَ,ADP,OTH
,ایرانی,PROPN,NORP
,باڈر,NOUN,OTH
,ءَ,ADP,OTH
,وتی,PRON,OTH
,زند,NOUN,OTH
,گوازینگ,VERB,OTH
,ء,X,OTH
,.,PUNCT,OTH
Sentence: 1287,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 1288,.,PUNCT,OTH
Sentence: 1289,استاد,NOUN,OTH
,دہ,X,OTH
,سالان,NOUN,OTH
,چہ,ADP,OTH
,ڈیوٹی,NOUN,OTH
,نہ,ADV,OTH
,دئیگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,آہان,PRON,OTH
,معلوم,NOUN,OTH
,ہم,CCONJ,OTH
,نہ,ADV,OTH
,انت,AUX,OTH
,کہ,CCONJ,OTH
,مئے,PRON,OTH
,ڈیوٹی,NOUN,OTH
,کجا,PRON,OTH
,انت,AUX,OTH
,؟,ADP,OTH
,بلوچستان,PROPN,GPE
,ءِ,ADP,OTH
,نانود,X,OTH
,جاہگیراں,NOUN,OTH
,ہر,ADJ,OTH
,ادارگ,NOUN,OTH
,ءَ,ADP,OTH
,تجربہ,NOUN,OTH
,جاہ,NOUN,OTH
,جوڑ,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1290,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,اوآئی سی,PROPN,ORG
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیرانی,NOUN,OTH
,کونسل,NOUN,OTH
,ءَ,ADP,OTH
,چل,X,OTH
,ءُ,CCONJ,OTH
,ہشمتی,NUM,ORDINAL
,دیوان,NOUN,OTH
,ءِ,ADP,OTH
,وھدءَ,NOUN,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,شاہ محمود قریشی,PROPN,PER
,ءَ,ADP,OTH
,ترکمانستان,PROPN,GPE
,ءِ,ADP,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,گوں,ADP,OTH
,گندءُ نکد,X,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1291,دونیمگی,ADV,OTH
,سیادیءَ,NOUN,OTH
,ھار,X,OTH
,بازیں,ADJ,OTH
,معاملہ,NOUN,OTH
,ءِ,ADP,OTH
,سرا,ADP,OTH
,حیال,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1292,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,شاہ محمود قریشی,PROPN,PER
,ءَ,ADP,OTH
,اسلام آباد,PROPN,GPE
,ءَ,ADP,OTH
,او آئی سی,PROPN,ORG
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیرانی,NOUN,OTH
,کونسل,NOUN,OTH
,ءِ,ADP,OTH
,چل,X,OTH
,ئُ,X,OTH
,ہشتمی,NUM,ORDINAL
,دیوان,NOUN,OTH
,ءِ,ADP,OTH
,وھدءَ,NOUN,OTH
,ترکمانستان,PROPN,GPE
,ءِ,ADP,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیر,NOUN,OTH
,راشد میر یدوف,PROPN,PER
,ءِ,ADP,OTH
,گوں,ADP,OTH
,دونیمگی,ADV,OTH
,گندئُ ندن,X,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1293,گندئُ نند,X,OTH
,ءِ,ADP,OTH
,وھداں,NOUN,OTH
,دونیمگی,ADV,OTH
,،,PUNCT,OTH
,بازیں,ADJ,OTH
,ادارگاں,NOUN,OTH
,دونیمگی,ADV,OTH
,کمک,ADJ,OTH
,ءِ,ADP,OTH
,ودینگ,VERB,OTH
,ءَ,ADP,OTH
,ھوار,ADP,OTH
,وت,PRON,OTH
,مہ وہدوناکی,X,OTH
,ءِ,ADP,OTH
,حاصیں,ADJ,OTH
,علاقہی,NOUN,OTH
,و,X,OTH
,عالمی,NOUN,OTH
,معاملہ,NOUN,OTH
,ءِ,ADP,OTH
,سرا,ADP,OTH
,تران,VERB,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1294,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,مزن,ADJ,OTH
,وزیر,NOUN,OTH
,عمران خان,PROPN,PER
,ءَ,ADP,OTH
,فلسطینی,PROPN,NORP
,الس,NOUN,OTH
,ءِ,ADP,OTH
,حق,NOUN,OTH
,ءُ,CCONJ,OTH
,آہانی,ADJ,OTH
,پلگاریں,ADJ,OTH
,جدئُ جہد,X,OTH
,ءِ,ADP,OTH
,ھاترا,CCONJ,OTH
,پاکستان,PROPN,GPE
,ءِ,ADP,OTH
,پدائیں,X,OTH
,پلہ مرزی,ADJ,OTH
,ءِ,ADP,OTH
,جنز,NOUN,OTH
,داران,VERB,OTH
,ءَ,ADP,OTH
,اے,PRON,OTH
,گپ,NOUN,OTH
,ءِ,ADP,OTH
,سرا,ADP,OTH
,زور,NOUN,OTH
,داتگ,VERB,OTH
,ہ,X,OTH
,فسطین,X,OTH
,ءِ,ADP,OTH
,جیڑہ,NOUN,OTH
,ءَ,ADP,OTH
,بد امنی,ADJ,OTH
,ءِ,ADP,OTH
,بنجاہ,NOUN,OTH
,انت .,AUX,OTH
,.,PUNCT,OTH
Sentence: 1295,فلسطینی,PROPN,NORP
,الس,NOUN,OTH
,ءِ,ADP,OTH
,جائز,NOUN,OTH
,واہشت,X,OTH
,ءَ,ADP,OTH
,سرجم,ADJ,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,ضرورت,NOUN,OTH
,انت .,AUX,OTH
,.,PUNCT,OTH
Sentence: 1296,آ,PRON,OTH
,شمبے,NOUN,OTH
,ءَ,ADP,OTH
,ہدا,X,OTH
,فلسطین,PROPN,GPE
,ءِ,ADP,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیرانی,NOUN,OTH
,ڈاکٹر ریاض المالکی,PROPN,PER
,ءَ,ADP,OTH
,گوں,ADP,OTH
,گندئُ نند,X,OTH
,ءِ,ADP,OTH
,وھدان,NOUN,OTH
,حیال,NOUN,OTH
,درشان,VERB,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,ات,AUX,OTH
,آ,PRON,OTH
,او آئی سی,PROPN,ORG
,ءِ,ADP,OTH
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,کونسل,NOUN,OTH
,ءِ,ADP,OTH
,48ہشتمی,NUM,ORDINAL
,دیوان,NOUN,OTH
,ءَ,ADP,OTH
,بہر,NOUN,OTH
,زورگءِ,VERB,OTH
,حاترا,NOUN,OTH
,پاکستان,PROPN,GPE
,ءَ,ADP,OTH
,اتکگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1297,فلسطینی,PROPN,NORP
,دری,ADJ,OTH
,کارانی,NOUN,OTH
,وزیرءَ,NOUN,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,امت مسلمہ,NOUN,OTH
,ءِ,ADP,OTH
,فلسطین,PROPN,GPE
,ئُ,X,OTH
,جموں و کشمیر,PROPN,GPE
,ءِ,ADP,OTH
,جیڑہ,NOUN,OTH
,ءَ,ADP,OTH
,ھوار,ADP,OTH
,حل,NOUN,OTH
,ءِ,ADP,OTH
,لوٹ,NOUN,OTH
,مسئلہ,NOUN,OTH
,دمگاں,NOUN,OTH
,محکمی,NOUN,OTH
,نہ,ADV,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,بنیادی,ADJ,OTH
,سبب,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,است,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 1298,ہندوستان,PROPN,GPE
,ءِ,ADP,OTH
,در,X,OTH
,قانودی,X,OTH
,ءَ,ADP,OTH
,زیر قبضہ,NOUN,OTH
,جموں و کشمیر,PROPN,GPE
,ءِ,ADP,OTH
,مہلوک,NOUN,OTH
,ءَ,ADP,OTH
,وتی,PRON,OTH
,تنسیخ,X,OTH
,حق,NOUN,OTH
,وت,PRON,OTH
,واجہی,NOUN,OTH
,ءِ,ADP,OTH
,لوٹ,NOUN,OTH
,کنگءَ,VERB,OTH
,سنگین,PROPN,PER
,ظلم,NOUN,OTH
,ئُ,X,OTH
,جبر,NOUN,OTH
,ءِ,ADP,OTH
,آماچ,NOUN,OTH
,انت .,AUX,OTH
,.,PUNCT,OTH
Sentence: 1299,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,پاکستان مسلم لیگ,PROPN,NORP
,(,PUNCT,OTH
,ن,X,OTH
,),PUNCT,OTH
,ھالگش,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان,PROPN,PER
,آ,PRON,OTH
,فارن,ADJ,OTH
,فندگ,NOUN,OTH
,،,PUNCT,OTH
,آرت,NOUN,OTH
,شکر,NOUN,OTH
,دوائی,NOUN,OTH
,بجلی,NOUN,OTH
,گیس,NOUN,OTH
,دزی,NOUN,OTH
,ءَ,ADP,OTH
,وت,PRON,OTH
,ڈوھدار,ADJ,OTH
,اتن,X,OTH
,.,PUNCT,OTH
Sentence: 1300,آئیءِ,PRON,OTH
,حساب,NOUN,OTH
,ئُ,X,OTH
,بہتام,NOUN,OTH
,ءِ,ADP,OTH
,بیانیہ,NOUN,OTH
,ہر,CCONJ,OTH
,روچ,NOUN,OTH
,وتی,PRON,OTH
,مرگ,NOUN,OTH
,وت,PRON,OTH
,مریت,VERB,OTH
,انت ,AUX,OTH
,.,PUNCT,OTH
Sentence: 1301,وتی,PRON,OTH
,بیان,NOUN,OTH
,ءَ,ADP,OTH
,آئیء,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,عمران خان,PROPN,PER
,کرپشن,NOUN,OTH
,ئُ,X,OTH
,منی,PRON,OTH
,الندرنگ,VERB,OTH
,ءِ,ADP,OTH
,ثبوت,NOUN,OTH
,ہفت,NUM,CARDINAL
,سال,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,الیکشن کمیشن,NOUN,OTH
,ءِ,ADP,OTH
,آرت,NOUN,OTH
,شکر,NOUN,OTH
,،,PUNCT,OTH
,ئُ,X,OTH
,وام,NOUN,OTH
,کمیشن,NOUN,OTH
,ءَ,ADP,OTH
,است,NOUN,OTH
,نات,X,OTH
,.,PUNCT,OTH
Sentence: 1302,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,بہتام,NOUN,OTH
,جنگ,VERB,OTH
,تہمت زنی,ADJ,OTH
,،,PUNCT,OTH
,کستئُ,X,OTH
,کینگ,VERB,OTH
,جیڑہ,NOUN,OTH
,اش کنان,VERB,OTH
,ءَ,ADP,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,گوش پک اتگ اتگ,X,OTH
,.,PUNCT,OTH
Sentence: 1303,گشا شتگ,X,OTH
,آ,PRON,OTH
,ٹائوٹ,X,OTH
,آ,PRON,OTH
,سرکاری,NOUN,OTH
,ہرچ,ADJ,OTH
,ءَ,ADP,OTH
,لندن,PROPN,GPE
,روان,VERB,OTH
,ءَ,ADP,OTH
,براڈ شیٹ,NOUN,OTH
,ءَ,ADP,OTH
,رشوت,NOUN,OTH
,لوٹتگ,VERB,OTH
,ات,AUX,OTH
,؟,ADP,OTH
,کاگد,NOUN,OTH
,چنڈینتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 1304,عمران خان,PROPN,PER
,ءِ,ADP,OTH
,دروگ,NOUN,OTH
,ءِ,ADP,OTH
,عمارت,PROPN,GPE
,زمین,NOUN,OTH
,ءَ,ADP,OTH
,کپتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1305,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,سائوتھ افریقن بحریہ,PROPN,ORG
,ءِ,ADP,OTH
,سروکی,NOUN,OTH
,وائس ایڈمرل موساسیموئل ہلونگ وین,PROPN,PER
,ءَ,ADP,OTH
,سروک,NOUN,OTH
,پاک بالی ایئر چیف مارشل,NOUN,OTH
,ظہیر احمد بابر سدھو,PROPN,PER
,ءَ,ADP,OTH
,گوں,ADP,OTH
,آئیءِ,PRON,OTH
,کارگس,NOUN,OTH
,ءَ,ADP,OTH
,گندئُ ندن,X,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1306,حاصیں,ADJ,OTH
,مہمان,NOUN,OTH
,ءَ,ADP,OTH
,پاک بالی,NOUN,OTH
,ءِ,ADP,OTH
,ہمروچی,ADJ,OTH
,ایں لائقی,NOUN,OTH
,ئُ,X,OTH
,پی اے ایف,PROPN,ORG
,ءِ,ADP,OTH
,نیمگءَ,ADV,OTH
,چہ,ADP,OTH
,گوستگیں,ADJ,OTH
,سالاں,NOUN,OTH
,حاسکن,NOUN,OTH
,وت,PRON,OTH
,بیسہی,X,OTH
,ءِ,ADP,OTH
,پڑءَ,X,OTH
,بوتگیں,VERB,OTH
,در,X,OTH
,مدارمی,X,OTH
,پیش رفتءِ,NOUN,OTH
,توسیف,ADJ,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1307,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,پاک بالی,NOUN,OTH
,ءِ,ADP,OTH
,حیل,NOUN,OTH
,کاری,NOUN,OTH
,گراب,X,OTH
,مدام,ADV,OTH
,ءِ,ADP,OTH
,ٹرینگ مشن,NOUN,OTH
,ءِ,ADP,OTH
,وھداں,NOUN,OTH
,پشاور,PROPN,GPE
,ءِ,ADP,OTH
,نزیک,ADV,OTH
,ءَ,ADP,OTH
,کپان,VERB,OTH
,ءَ,ADP,OTH
,تباہ,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1308,دوئیں,NUM,ORDINAL
,پائلٹس,NOUN,OTH
,شہید,NOUN,OTH
,بوتگ,VERB,OTH
,انت,AUX,OTH
,حالگشءِ,NOUN,OTH
,ردءَ,ADV,OTH
,زمین,NOUN,OTH
,ءَ,ADP,OTH
,ہچ,ADJ,OTH
,جانی,NOUN,OTH
,و,X,OTH
,مالی,NOUN,OTH
,تاوان,NOUN,OTH
,ءِ,ADP,OTH
,حال,NOUN,OTH
,نہ,ADV,OTH
,رستگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1309,ایئر ہیڈ کوارٹر,NOUN,OTH
,ءَ,ADP,OTH
,ویل,NOUN,OTH
,ءِ,ADP,OTH
,سبب,NOUN,OTH
,زانگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,CCONJ,OTH
,بورڈ آف انکوائری,NOUN,OTH
,جوڑ,NOUN,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1310,المشتہر,X,OTH
,:,PUNCT,OTH
,صائمہ رضا امیری,PROPN,PER
,بنت,AUX,OTH
,غلام رضا امیر,PROPN,PER
,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,اے ایف بی,PROPN,ORG
,),PUNCT,OTH
,ایف آئی اے,PROPN,ORG
,ملتان,PROPN,GPE
,ایئر پورٹ,NOUN,OTH
,ءَ,ADP,OTH
,کاروائی,VERB,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,قیمتی,ADJ,OTH
,موبائل فون,NOUN,OTH
,شپکی,VERB,OTH
,کنوکیں,VERB,OTH
,مسافراں,NOUN,OTH
,دزگیر,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1311,واکدار,NOUN,OTH
,ایف آئی اے,PROPN,ORG
,ءِ,ADP,OTH
,ردءَ,ADV,OTH
,کاروائی,VERB,OTH
,ملتان,PROPN,GPE
,ایئر پورٹ,NOUN,OTH
,ءَ,ADP,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1312,ایشیءِ,PRON,OTH
,آسرءَ,NOUN,OTH
,دری,ADJ,OTH
,ملک,NOUN,OTH
,رئوکیں,VERB,OTH
,مسافراں,NOUN,OTH
,دزگیر,NOUN,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,قیمتی,ADJ,OTH
,موبائل فون,NOUN,OTH
,درکنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1313,ایف آئی اے,PROPN,ORG
,واکدار,X,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ڈی جی خان,PROPN,GPE
,ءِ,ADP,OTH
,رہائشی,NOUN,OTH
,ارسلان عباس,PROPN,PER
,دوبئی,PROPN,GPE
,روگءِ,NOUN,OTH
,حاترا,NOUN,OTH
,ملتان انٹر نیشنل ایئر پورٹ,PROPN,LOC
,ءَ,ADP,OTH
,سر,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1314,پارکنگ اسٹینڈر,NOUN,OTH
,ءَ,ADP,OTH
,شک,NOUN,OTH
,بوھگءَ,VERB,OTH
,چیک,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,VERB,OTH
,گڑا,CCONJ,OTH
,70گرانیں,ADJ,OTH
,موبائل فون,NOUN,OTH
,،,PUNCT,OTH
,لیپ ٹاپس,NOUN,OTH
,ئُ,X,OTH
,کمیرے,NOUN,OTH
,درکپتگ,VERB,OTH
,انت .,AUX,OTH
,.,PUNCT,OTH
Sentence: 1315,ایف آئی اے,PROPN,ORG
,واکدار,X,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مسافر,NOUN,OTH
,ءَ,ADP,OTH
,فلائٹ,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,آف,PRON,OTH
,لوڈ,NOUN,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,سرکل,NOUN,OTH
,کارگس,NOUN,OTH
,ءَ,ADP,OTH
,برگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1316,وھدیکہ,CCONJ,OTH
,کسٹم انسپکٹر,NOUN,OTH
,ارشد,PROPN,PER
,ءَ,ADP,OTH
,مسافر,NOUN,OTH
,ءَ,ADP,OTH
,در,X,OTH
,قانودی,X,OTH
,وڑءَ,X,OTH
,چہ,ADP,OTH
,کلیئرنس,NOUN,OTH
,داتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 1317,ایف آئی اے,PROPN,ORG
,واکدارءَ,X,OTH
,دگہ,ADJ,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,مسافر,NOUN,OTH
,ارسلان,PROPN,PER
,ءُ,CCONJ,OTH
,کسٹم انسپکٹر,NOUN,OTH
,ارشد,PROPN,PER
,ءِ,ADP,OTH
,ھلاپ,ADV,OTH
,پٹئُ,X,OTH
,پول,VERB,OTH
,بنا کنگ,VERB,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1318,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,اے ایف بی,PROPN,ORG
,),PUNCT,OTH
,مسلم لیگ ق,PROPN,NORP
,ءِ,ADP,OTH
,سروک,NOUN,OTH
,چوہدری شجاعت حسین,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,باسک,NOUN,OTH
,قومی,NOUN,OTH
,اسمبلی,NOUN,OTH
,چوہدری سالک حسین,PROPN,PER
,ءَ,ADP,OTH
,آئیءِ,PRON,OTH
,اجازت,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,ہم,CCONJ,OTH
,شہباز شریف,PROPN,PER
,ءَ,ADP,OTH
,ووٹ,NOUN,OTH
,داتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1319,یاد,NOUN,OTH
,بہ,ADV,OTH
,بیت,AUX,OTH
,کہ,CCONJ,OTH
,11اپریل,NOUN,DATE
,قومی,NOUN,OTH
,اسمبلی,NOUN,OTH
,ءَ,ADP,OTH
,مزن,ADJ,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,گچینکاریءِ,NOUN,OTH
,ھاترا,CCONJ,OTH
,بوتگیں,VERB,OTH
,ووٹنگ,VERB,OTH
,ءَ,ADP,OTH
,مسلم لیگ,PROPN,NORP
,ءِ,ADP,OTH
,ق,X,OTH
,باسک,NOUN,OTH
,اسمبلی,NOUN,OTH
,چوہدری سالک حسین,PROPN,PER
,ئُ,X,OTH
,طارق بشیر چیمہ,PROPN,PER
,ءَ,ADP,OTH
,شہباز شریف,PROPN,PER
,ءَ,ADP,OTH
,ووٹ,NOUN,OTH
,داتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 1320,پیسرگیں,ADJ,OTH
,صدر,NOUN,OTH
,آصف علی زرداری,PROPN,PER
,ءَ,ADP,OTH
,تحریک بے بیسہی,NOUN,OTH
,ئُ,X,OTH
,مزن,ADJ,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,گچین,NOUN,OTH
,بوتگیں,VERB,OTH
,چوہدری شجاعت حسین,PROPN,PER
,ءِ,ADP,OTH
,شکر,NOUN,OTH
,ئُ,X,OTH
,منت,NOUN,OTH
,ہم,CCONJ,OTH
,گپتگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 1321,چوہدری شجاعت حسین,PROPN,PER
,ءِ,ADP,OTH
,بچ,ADJ,OTH
,چوہدری سالک حسین,PROPN,PER
,ءَ,ADP,OTH
,شہباز شریف,PROPN,PER
,ءِ,ADP,OTH
,کابینہ,NOUN,OTH
,ءَ,ADP,OTH
,پہ,CCONJ,OTH
,بنجاہی,ADJ,OTH
,وزیر,NOUN,OTH
,وتی,PRON,OTH
,اگدہ,X,OTH
,ءَ,ADP,OTH
,حلف,NOUN,OTH
,ہم,CCONJ,OTH
,زرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1322,نوں,ADV,OTH
,اے,PRON,OTH
,بابت,ADV,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,چوہدری شجاعت,PROPN,PER
,ءِ,ADP,OTH
,یک,NUM,CARDINAL
,ویڈیو,NOUN,OTH
,بیان,NOUN,OTH
,دیم,NOUN,OTH
,ءَ,ADP,OTH
,اتکگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1323,ایشیءَ,PRON,OTH
,آ,PRON,OTH
,مزن,ADJ,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,گچین,NOUN,OTH
,ءِ,ADP,OTH
,ھاترا,CCONJ,OTH
,قومی,NOUN,OTH
,اسمبلی,NOUN,OTH
,ءَ,ADP,OTH
,بوتگیں,VERB,OTH
,ووٹنگ,VERB,OTH
,ءَ,ADP,OTH
,وتی,PRON,OTH
,حیالانی,NOUN,OTH
,درشان,VERB,OTH
,کنگ,VERB,OTH
,ءَ,ADP,OTH
,انت .,AUX,OTH
,.,PUNCT,OTH
Sentence: 1324,چوہدری شجاعت حسین,PROPN,PER
,ءَ,ADP,OTH
,گشگءَ,VERB,OTH
,اش,X,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,کہ,CCONJ,OTH
,مزن,ADJ,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,الیکشن,NOUN,OTH
,ءَ,ADP,OTH
,چوہدری سالک حسین,PROPN,PER
,ءَ,ADP,OTH
,وتی,PRON,OTH
,ٹوئٹ,NOUN,OTH
,ءِ,ADP,OTH
,بابتءَ,NOUN,OTH
,چہ,ADP,OTH
,شہباز شریف,PROPN,PER
,ءَ,ADP,OTH
,ووٹ,NOUN,OTH
,دئیگ,VERB,OTH
,ءِ,ADP,OTH
,فیصلہ,NOUN,OTH
,منی,PRON,OTH
,مشورہ,NOUN,OTH
,ئُ,X,OTH
,من,PRON,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,جست,VERB,OTH
,کنان,VERB,OTH
,ءَ,ADP,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1325,کراچی,PROPN,GPE
,(,PUNCT,OTH
,اے ایف بی,PROPN,ORG
,),PUNCT,OTH
,باسک,NOUN,OTH
,سندھ,PROPN,GPE
,اسمبلی,NOUN,OTH
,شرجیل میمن,PROPN,PER
,سندھ,PROPN,GPE
,کابینہ,NOUN,OTH
,ءِ,ADP,OTH
,بہر,NOUN,OTH
,بوتگ,VERB,OTH
,شرجیل میمن,PROPN,PER
,ءَ,ADP,OTH
,صوبائی وزیر,NOUN,OTH
,ءِ,ADP,OTH
,بستار,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,حلف,NOUN,OTH
,زرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 1326,سر وزیر,NOUN,OTH
,ہائوس,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,برجا,NOUN,OTH
,بوتگیں,VERB,OTH
,جار,NOUN,OTH
,ءِ,ADP,OTH
